addr:country,addr:city,addr:district,addr:hamlet,addr:neighbourhood,addr:street,addr:place,巷,弄,號,TWD97橫坐標,TWD97縱坐標,WGS84經度,WGS84緯度
TW,臺中市,西屯區,逢甲里,019,福上巷276弄,15號,,,臺中市西屯區逢甲里019鄰福上巷276弄15號,213992.9578,2674489.6932,120.645612857338,24.175361106545
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,1號,,,臺中市西屯區逢甲里016鄰中新巷1弄1號,214133.5352,2674378.1234,120.646999192882,24.174356927691
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,2號,,,臺中市西屯區逢甲里016鄰中新巷1弄2號,214128.4074,2674366.8436,120.646949005528,24.174254961486
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,2號,,,臺中市西屯區逢甲里016鄰中新巷2弄2號,214120.0974,2674338.5737,120.646867921329,24.17399951663
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,4號,,,臺中市西屯區逢甲里016鄰中新巷1弄4號,214133.5474,2674366.2336,120.646999608204,24.174249570777
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,4號,,,臺中市西屯區逢甲里016鄰中新巷2弄4號,214127.0974,2674337.8237,120.646936833338,24.173992904239
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,5號,,,臺中市西屯區逢甲里016鄰中新巷2弄5號,214137.4773,2674355.6736,120.647038548202,24.174154311942
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,6號,,,臺中市西屯區逢甲里016鄰中新巷1弄6號,214139.2873,2674365.4436,120.647056119518,24.17424256846
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,6號,,,臺中市西屯區逢甲里016鄰中新巷2弄6號,214132.9874,2674337.4437,120.646994811633,24.173989607335
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,7號,,,臺中市西屯區逢甲里016鄰中新巷1弄7號,214151.9826,2674377.0064,120.647180778799,24.174347262221
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,7號,,,臺中市西屯區逢甲里016鄰中新巷2弄7號,214144.4973,2674355.2426,120.647107649207,24.174150580246
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,8號,,,臺中市西屯區逢甲里016鄰中新巷1弄8號,214142.7924,2674364.8979,120.647090630024,24.174237718349
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,8號,,,臺中市西屯區逢甲里016鄰中新巷2弄8號,214139.0073,2674337.9577,120.647054046193,24.173994385474
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,9號,,,臺中市西屯區逢甲里016鄰中新巷2弄9號,214149.5673,2674354.8726,120.647157556943,24.174147354899
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,10號,,,臺中市西屯區逢甲里016鄰中新巷1弄10號,214150.9573,2674364.3126,120.64717100292,24.174232622203
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,10號,,,臺中市西屯區逢甲里016鄰中新巷2弄10號,214145.8143,2674337.8187,120.647121043535,24.173993285446
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,11號,,,臺中市西屯區逢甲里016鄰中新巷1弄11號,214163.5353,2674376.0016,120.647294504701,24.174338450881
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,11號,,,臺中市西屯區逢甲里016鄰中新巷2弄11號,214153.5173,2674354.0026,120.647196454132,24.174139589434
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,12號,,,臺中市西屯區逢甲里016鄰中新巷1弄12號,214157.9873,2674363.6936,120.647240207049,24.174227193186
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,13號,,,臺中市西屯區逢甲里016鄰中新巷2弄13號,214157.8563,2674352.9336,120.647239184763,24.174130036004
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,14號,,,臺中市西屯區逢甲里016鄰中新巷1弄14號,214163.5673,2674363.3836,120.647295132708,24.174224521156
TW,臺中市,西屯區,逢甲里,016,中新巷2弄,15號,,,臺中市西屯區逢甲里016鄰中新巷2弄15號,214164.0046,2674352.0866,120.647299716868,24.174122528228
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,16號,,,臺中市西屯區逢甲里016鄰中新巷1弄16號,214167.0773,2674362.7626,120.647329693287,24.174218993913
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,18號,,,臺中市西屯區逢甲里016鄰中新巷1弄18號,214174.6972,2674362.2336,120.647404700923,24.174214390875
TW,臺中市,西屯區,逢甲里,016,中新巷1弄,20號,,,臺中市西屯區逢甲里016鄰中新巷1弄20號,214178.6972,2674360.4436,120.647444113031,24.17419831962
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,1號,,,臺中市西屯區逢甲里018鄰福上巷323弄1號,213993.3018,2674424.6424,120.645617864705,24.174773756048
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,1號,3,,臺中市西屯區逢甲里018鄰福上巷323弄1號三樓,213993.3018,2674424.6424,120.645617864705,24.174773756048
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,1號,4,,臺中市西屯區逢甲里018鄰福上巷323弄1號四樓,213993.3018,2674424.6424,120.645617864705,24.174773756048
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,1號,5,,臺中市西屯區逢甲里018鄰福上巷323弄1號五樓,213993.3018,2674424.6424,120.645617864705,24.174773756048
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,2號,,,臺中市西屯區逢甲里018鄰福上巷319弄2號,213998.9278,2674418.6934,120.64567338391,24.174720170007
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,2號,,,臺中市西屯區逢甲里018鄰福上巷323弄2號,213982.9178,2674443.2333,120.645515202091,24.174941380348
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,3號,3,,臺中市西屯區逢甲里018鄰福上巷323弄3號三樓,213994.0424,2674429.0864,120.645625042883,24.174813898744
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,3號,4,,臺中市西屯區逢甲里018鄰福上巷323弄3號四樓,213994.0424,2674429.0864,120.645625042883,24.174813898744
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,3號,5,,臺中市西屯區逢甲里018鄰福上巷323弄3號五樓,213994.0424,2674429.0864,120.645625042883,24.174813898744
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,4號,,,臺中市西屯區逢甲里018鄰福上巷319弄4號,213997.5678,2674414.4324,120.645660105048,24.174681665492
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,4號,,,臺中市西屯區逢甲里018鄰福上巷323弄4號,213982.2678,2674440.4433,120.645508874378,24.174916174015
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,6號,,,臺中市西屯區逢甲里018鄰福上巷319弄6號,213996.8238,2674410.3184,120.645652885177,24.174644502355
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,6號,,,臺中市西屯區逢甲里018鄰福上巷323弄6號,213981.6378,2674437.6623,120.645502743282,24.174891049401
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之11號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之11號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之39號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之39號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之37號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之37號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之36號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之36號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之10號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之10號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之42號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之42號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之43號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之43號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之9號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之9號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之40號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之40號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之24號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之24號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之12號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之12號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之28號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之28號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之25號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之25號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之5號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之5號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之30號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之30號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之20號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之20號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之29號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之29號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之13號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之13號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8號,,,臺中市西屯區逢甲里018鄰福上巷319弄8號,213995.7498,2674406.2874,120.645642415395,24.174608081094
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之44號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之44號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之8號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之8號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之34號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之34號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之21號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之21號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之1號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之1號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之22號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之22號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之7號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之7號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之32號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之32號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之31號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之31號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之16號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之16號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之4號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之4號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之14號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之14號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之35號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之35號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之3號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之3號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之17號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之17號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之15號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之15號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之38號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之38號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之27號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之27號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之33號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之33號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之19號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之19號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之26號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之26號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之23號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之23號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之41號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之41號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之18號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之18號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,8之6號,,,臺中市西屯區逢甲里018鄰福上巷319弄8之6號,213994.7098,2674402.2185,120.645632281193,24.174571317501
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,8號,,,臺中市西屯區逢甲里018鄰福上巷323弄8號,213980.9478,2674434.8123,120.64549602339,24.1748653004
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,10號,,,臺中市西屯區逢甲里018鄰福上巷319弄10號,213993.4798,2674398.2275,120.645620275081,24.174535253838
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,10號,,,臺中市西屯區逢甲里018鄰福上巷323弄10號,213979.5978,2674431.1224,120.645482828747,24.174831951772
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,12號,,,臺中市西屯區逢甲里018鄰福上巷319弄12號,213992.4178,2674394.2425,120.645609922273,24.174499248193
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,12號,,,臺中市西屯區逢甲里018鄰福上巷323弄12號,213978.8478,2674427.6734,120.645475533283,24.174800792908
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,14號,,,臺中市西屯區逢甲里018鄰福上巷319弄14號,213989.8818,2674390.3675,120.645585059701,24.174464202045
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,14號,,,臺中市西屯區逢甲里018鄰福上巷323弄14號,213978.1678,2674423.8634,120.645468935763,24.174766376104
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,15號,,,臺中市西屯區逢甲里018鄰福上巷319弄15號,214012.8337,2674385.7275,120.645811066674,24.174422831364
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,16號,,,臺中市西屯區逢甲里018鄰福上巷319弄16號,213986.2798,2674386.0935,120.645549715579,24.174425528858
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,16號,,,臺中市西屯區逢甲里018鄰福上巷323弄16號,213977.4378,2674420.0734,120.64546184565,24.174732138739
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之13號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之13號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之7號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之7號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之36號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之36號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之18號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之18號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之27號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之27號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之38號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之38號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之1號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之1號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之16號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之16號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之40號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之40號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之15號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之15號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之9號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之9號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之41號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之41號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之35號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之35號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之24號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之24號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之8號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之8號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之2號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之2號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之11號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之11號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之47號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之47號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之22號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之22號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之32號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之32號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之48號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之48號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之6號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之6號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之31號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之31號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之10號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之10號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之20號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之20號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之3號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之3號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之29號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之29號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之50號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之50號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之51號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之51號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之34號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之34號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之45號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之45號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之14號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之14號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18號,,,臺中市西屯區逢甲里018鄰福上巷319弄18號,213984.4378,2674382.2035,120.645531683717,24.174390363138
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之46號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之46號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之30號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之30號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之12號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之12號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之49號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之49號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之26號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之26號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之23號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之23號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之4號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之4號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之19號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之19號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之43號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之43號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之42號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之42號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之25號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之25號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之52號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之52號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之17號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之17號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之39號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之39號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之21號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之21號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之28號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之28號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之37號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之37號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之33號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之33號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之44號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之44號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,18之5號,,,臺中市西屯區逢甲里018鄰福上巷319弄18之5號,213988.2168,2674400.8725,120.645568410943,24.174559015693
TW,臺中市,西屯區,逢甲里,018,福上巷323弄,18號,,,臺中市西屯區逢甲里018鄰福上巷323弄18號,213976.7078,2674416.1134,120.645454759781,24.174696366411
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,20號,,,臺中市西屯區逢甲里018鄰福上巷319弄20號,213977.4839,2674370.8835,120.645463526168,24.174287993515
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,20號,2,9,臺中市西屯區逢甲里018鄰福上巷319弄20號二樓之9,213977.4839,2674370.8835,120.645463526168,24.174287993515
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,20號,2,,臺中市西屯區逢甲里018鄰福上巷319弄20號二樓,213977.4839,2674370.8835,120.645463526168,24.174287993515
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,20號,2,7,臺中市西屯區逢甲里018鄰福上巷319弄20號二樓之7,213977.4839,2674370.8835,120.645463526168,24.174287993515
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,20號,2,4,臺中市西屯區逢甲里018鄰福上巷319弄20號二樓之4,213977.4839,2674370.8835,120.645463526168,24.174287993515
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,20號,2,3,臺中市西屯區逢甲里018鄰福上巷319弄20號二樓之3,213977.4839,2674370.8835,120.645463526168,24.174287993515
TW,臺中市,西屯區,逢甲里,018,福上巷319弄,20之1號,2,,臺中市西屯區逢甲里018鄰福上巷319弄20之1號二樓,213977.4839,2674370.8835,120.645463526168,24.174287993515
